lean	ocaml	recursive	Code.let	Code.fun	Code.jp	Code.jmp	Code.cases	Code.return	Code.unreach	LetValue.lit	LetValue.erased	LetValue.proj	LetValue.const	LetValue.fvar	LitValue.nat	LitValue.str	LitValue.uint8	LitValue.uint16	LitValue.uint32	LitValue.uint64	LitValue.usize	Arg.erased	Arg.fvar	Arg.type	Alt.alt	Alt.default	DeclValue.code	DeclValue.extern	declHash
Effect4.Machine.stores._lam_15	stores__lam_15	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	7	3	0	0	0	1	0	8993371146081206187
Effect4.Machine.stores._lam_16	stores__lam_16	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	7	4	0	0	0	1	0	8838504701421095617
Effect4.Machine.stores._lam_17	stores__lam_17	false	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	8	4	0	0	0	1	0	16994973698017126779
Effect4.Machine.stores._lam_18	stores__lam_18	false	3	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	1	1	1	0	4680775071894126010
Effect4.Machine.stores._lam_19	stores__lam_19	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	1	1	0	15662826677893797581
Effect4.Machine.stores._lam_20	stores__lam_20	false	13	0	0	0	5	4	0	0	0	0	13	0	0	0	0	0	0	0	0	12	32	0	7	1	1	0	8552496299659422202
Effect4.Machine.stores._lam_21	stores__lam_21	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	6361814825378227741
Effect4.Machine.stores._lam_22	stores__lam_22	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2296062278675589674
Effect4.Machine.stores._lam_23	stores__lam_23	false	3	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	3	0	1	1	1	0	13442013053911941018
Effect4.Machine.stores._lam_24	stores__lam_24	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4560324306786388310
Effect4.Machine.stores._lam_25	stores__lam_25	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	12214785618336224438
Effect4.Machine.stores._lam_26	stores__lam_26	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	17823038448692033656
Effect4.Machine.stores._lam_27	stores__lam_27	false	11	0	1	2	4	2	0	1	0	0	10	0	1	0	0	0	0	0	0	4	22	0	6	0	1	0	10690711445321322647
Effect4.Machine.stores._lam_28	stores__lam_28	false	5	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	0	0	2	13	0	3	0	1	0	4859135160274063453
Effect4.Machine.stores._lam_29	stores__lam_29	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	4275253733782348909
Effect4.Machine.stores._lam_30	stores__lam_30	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	1	0	10725839685168419516
Effect4.Machine.stores._lam_31	stores__lam_31	false	3	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	7	3	0	2	0	1	0	17131529274466253662
Effect4.Machine.stores._lam_32	stores__lam_32	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	17020396905453486878
Effect4.Machine.stores._lam_33	stores__lam_33	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	2530572378637282398
Effect4.Machine.contAOf	cont_aof	false	77	0	6	23	30	21	0	7	0	0	67	3	5	0	2	0	0	0	0	148	75	0	50	17	1	0	9468266646921133931
Effect4.Machine.contEOf	cont_eof	false	5	0	1	2	1	3	0	0	0	0	5	0	0	0	0	0	0	0	0	19	10	0	3	1	1	0	10041854189982328950
Effect4.Machine.reifyExitVal	reify_exit_val	false	10	0	0	0	2	2	0	2	0	0	7	1	2	0	0	0	0	0	0	4	9	0	3	0	1	0	11119130528610623483
Effect4.Machine.completionPrim	completion_prim	false	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	7	4	0	2	0	1	0	11941419879888509188
Effect4.Machine.stores._lam_34	stores__lam_34	false	9	0	1	2	3	1	0	0	0	0	9	0	0	0	0	0	0	0	0	14	19	0	4	0	1	0	12273160985957240796
Effect4.Machine.Stores.wakeList._redArg	stores_wake_list	false	2	0	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	3	1	1	0	10946062099355552308
Effect4.Machine.raceSettleProgram	race_settle_program	false	8	0	0	0	1	2	0	0	0	0	8	0	0	0	0	0	0	0	0	14	9	0	2	0	1	0	4751250427598913116
Effect4.Machine.Ctx.ambientScope	ctx_ambient_scope	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	8376707105691920285
Effect4.Machine.exitsVal	exits_val	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	5526302654737344494
Effect4.Machine.stackAnnotationsOf	stack_annotations_of	false	5	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	4	5	0	0	0	1	0	5648561862730385233
Effect4.Program.interpOf._lam_0	program_interp_of__lam_0	false	3	0	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	8	1	0	2	2	1	0	4670197982487956493
Effect4.Program.interpOf._lam_1	program_interp_of__lam_1	false	19	0	1	2	6	3	0	0	0	0	18	1	0	0	0	0	0	0	0	16	20	0	8	1	1	0	9048112559118779740
Effect4.Program.interpOf._lam_2	program_interp_of__lam_2	false	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	9	5	0	1	1	1	0	10865180526345428689
Effect4.Program.interpOf._lam_3	program_interp_of__lam_3	false	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	9	6	0	1	1	1	0	16039940888010825729
Effect4.Program.interpOf._lam_4	program_interp_of__lam_4	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	7	4	0	0	0	1	0	16356600863671645090
Effect4.Program.interpOf._lam_5	program_interp_of__lam_5	false	5	0	1	2	3	4	0	0	0	0	5	0	0	0	0	0	0	0	0	6	4	0	4	3	1	0	16669768605762756765
Effect4.Program.interpOf._lam_6	program_interp_of__lam_6	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	7	2	0	0	0	1	0	5826483460818679871
Effect4.Program.interpOf._lam_7	program_interp_of__lam_7	false	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	7	4	0	0	0	1	0	10057633389019465870
Effect4.Program.interpOf._lam_8	program_interp_of__lam_8	false	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	7	5	0	0	0	1	0	16471994044036777695
Effect4.Program.interpOf._lam_9	program_interp_of__lam_9	false	5	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	8	5	0	0	0	1	0	6626552031203500527
Effect4.Program.interpOf._lam_10	program_interp_of__lam_10	false	36	0	0	0	3	12	0	0	0	0	36	0	0	0	0	0	0	0	0	94	46	0	12	2	1	0	2696537836440611560
Effect4.Program.interpOf._lam_11	program_interp_of__lam_11	false	4	0	0	0	2	4	0	0	0	0	4	0	0	0	0	0	0	0	0	2	4	0	3	2	1	0	4233600541856009990
Effect4.Program.interpOf._lam_12	program_interp_of__lam_12	false	37	0	3	7	16	8	0	0	0	0	37	0	0	0	0	0	0	0	0	38	86	0	24	3	1	0	10976684390255875731
Effect4.Program.interpOf._lam_13	program_interp_of__lam_13	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	9593859512524275044
Effect4.Program.interpOf._lam_14	program_interp_of__lam_14	false	5	0	0	0	2	1	0	0	0	0	5	0	0	0	0	0	0	0	0	3	12	0	2	0	1	0	15827123281723056619
Effect4.Program.interpOf._lam_15	program_interp_of__lam_15	false	9	0	1	2	3	1	0	0	0	0	9	0	0	0	0	0	0	0	0	14	19	0	4	0	1	0	12609946460341107433
Effect4.Program.interpOf._lam_16	program_interp_of__lam_16	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	7047700443040159331
Effect4.Program.interpOf._lam_17	program_interp_of__lam_17	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	6438265525881461786
Effect4.Program.interpOf._lam_18	program_interp_of__lam_18	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	18295036129395096698
Effect4.Program.interpOf._lam_19	program_interp_of__lam_19	false	16	0	0	0	2	6	0	1	0	0	15	0	1	0	0	0	0	0	0	20	18	0	5	2	1	0	470767989323090418
Effect4.Program.interpOf._lam_20	program_interp_of__lam_20	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7638573018283617322
Effect4.Program.interpOf._lam_21	program_interp_of__lam_21	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	12117614052153152608
Effect4.Program.interpOf._lam_22	program_interp_of__lam_22	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	12093136713605437358
Effect4.Program.interpOf._lam_23	program_interp_of__lam_23	false	11	0	1	2	4	2	0	1	0	0	10	0	1	0	0	0	0	0	0	4	22	0	6	0	1	0	12863519699524131743
Effect4.Program.interpOf._lam_24	program_interp_of__lam_24	false	5	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	0	0	2	13	0	3	0	1	0	15525214020528461692
Effect4.Program.interpOf._lam_25	program_interp_of__lam_25	false	5	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	0	0	4	7	0	3	0	1	0	3810350034717901534
Effect4.Program.interpOf._lam_26	program_interp_of__lam_26	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	1	0	9174030035742919121
Effect4.Program.interpOf._lam_27	program_interp_of__lam_27	false	3	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	7	3	0	2	0	1	0	14233458193189420547
Effect4.Program.interpOf._lam_28	program_interp_of__lam_28	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5986142267357718236
Effect4.Program.interpOf._lam_29	program_interp_of__lam_29	false	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2459560835389969995
Effect4.Program.interpOf._lam_30	program_interp_of__lam_30	false	2	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	10932406809314722586
Effect4.Program.interpOf._lam_31	program_interp_of__lam_31	false	7	0	0	0	1	1	0	1	0	0	5	1	1	0	0	0	0	0	0	2	6	0	1	0	1	0	469240957617380584
Effect4.Program.interpOf._lam_32	program_interp_of__lam_32	false	2	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	858169932764963165
Effect4.Program.interpOf._lam_33	program_interp_of__lam_33	false	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3199482491208136960
Effect4.Program.contAOf	program_cont_aof	false	257	0	1	2	46	84	0	25	0	0	232	0	9	0	16	0	0	0	0	334	337	0	112	18	1	0	12357345256753629307
Effect4.Program.contEOf	program_cont_eof	false	36	0	1	2	8	12	0	4	0	0	30	2	4	0	0	0	0	0	0	59	50	0	16	4	1	0	910052846462410167
Effect4.Program.syncValueAt	program_sync_value_at	false	8	0	0	0	6	6	0	0	0	0	8	0	0	0	0	0	0	0	0	1	5	0	7	4	1	0	1628709010727583264
Effect4.Program.suspendBodyAt	program_suspend_body_at	false	47	0	2	4	14	16	0	2	0	0	45	0	2	0	0	0	0	0	0	66	60	0	26	5	1	0	3529527183200357002
Effect4.Program.prepareExternalAnswer	program_prepare_external_answer	false	10	0	0	0	13	10	0	0	0	0	10	0	0	0	0	0	0	0	0	11	23	0	16	6	1	0	5512233007004426015
Effect4.Machine.stepDecisionState._at_.Effect4.Program.replayCheckedFrom.spec_1	step_decision_state_at_program_replay_checked_from_spec_1	false	55	0	2	4	14	12	0	2	0	0	53	0	2	0	0	0	0	0	0	116	127	0	27	0	1	0	12614335254795635115
Effect4.Api.compileReasons	api_compile_reasons	false	3	0	0	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	0	1	3	0	1	0	1	0	15794779130667177542
Effect4.Api.hostReasons	api_host_reasons	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	7710475183915582262
Effect4.Api.timerReasons	api_timer_reasons	false	2	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	4	0	1	0	12657996967198236498
Effect4.Api.hasRunnable	api_has_runnable	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	16725060698137984415
Effect4.Machine.fireStep._redArg	fire_step	false	8	0	0	0	3	2	0	0	0	0	8	0	0	0	0	0	0	0	0	14	20	0	4	0	1	0	11655521042660505423
Effect4.Machine.RunMachine.disarm._redArg	run_machine_disarm	false	3	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	13	13	0	1	0	1	0	12083150575203077176
Effect4.Machine.instDecidableEqParked.decEq	inst_decidable_eq_parked_dec_eq	false	4	0	0	0	4	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	8	0	1	0	9579182051029372855
Effect4.Supervision.interruptCause._redArg	supervision_interrupt_cause	false	6	0	1	2	1	1	0	0	0	0	5	1	0	0	0	0	0	0	0	2	8	0	2	0	1	0	5425002489273125764
Effect4.Cause.annotate._redArg	cause_annotate	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	18085000996516496406
Effect4.Cause.combine._redArg	cause_combine	false	4	0	0	0	2	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	4	0	1	0	6483184446495278140
Effect4.Machine.drainOwed._redArg	drain_owed	true	9	0	0	0	4	3	0	0	0	0	9	0	0	0	0	0	0	0	0	22	20	0	6	0	1	0	10088898272096417826
Effect4.Machine.iteration._redArg	iteration	false	7	0	0	0	2	2	0	0	0	0	5	2	0	0	0	0	0	0	0	8	15	0	3	0	1	0	15127739213210010923
Effect4.Machine.settle._redArg	settle	false	44	0	0	0	6	7	0	0	0	0	43	1	0	0	0	0	0	0	0	85	115	0	12	0	1	0	6978359473204990484
Effect4.Machine.exitFiber._redArg	exit_fiber	false	5	0	0	0	5	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	21	0	8	0	1	0	3805521407807632998
Effect4.Machine.driveStep._redArg._lam_0	drive_step__red_arg__lam_0	false	2	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	8826170119845816570
List.filterTR.loop._redArg	list_filter_tr_loop	true	5	0	0	0	2	3	0	0	0	0	4	1	0	0	0	0	0	0	0	1	10	0	4	0	1	0	16596727924625328097
Effect4.Machine.RunMachine.race?._redArg	run_machine_race_opt	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	9278012745488089775
Effect4.Machine.RunMachine.updateRace._redArg	run_machine_update_race	false	3	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	13	13	0	1	0	1	0	17256736422614346285
Effect4.Machine.launchEntrant._redArg	launch_entrant	false	5	0	0	0	2	1	0	0	0	0	5	0	0	0	0	0	0	0	0	2	12	0	2	0	1	0	7132313727364813966
Effect4.Machine.driveStep._redArg._lam_1	drive_step__red_arg__lam_1	false	5	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	12	21	0	1	0	1	0	6465645483185720561
Effect4.Machine.fireObserver._redArg	fire_observer	false	73	0	3	7	25	13	0	0	0	0	69	4	0	0	0	0	0	0	0	143	210	0	39	2	1	0	10219102880812661660
Effect4.Machine.RunFiber.park._redArg	run_fiber_park	false	5	0	0	0	2	1	0	0	0	0	5	0	0	0	0	0	0	0	0	12	21	0	2	0	1	0	6344182728906462122
Effect4.Machine.awaitCode._redArg	await_code	false	4	0	1	2	7	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	6	0	9	1	1	0	16642641086669485488
Effect4.Machine.asVoidCode._redArg	as_void_code	false	3	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	5	4	0	2	0	1	0	5955392867930059894
Effect4.instDecidableEqFiberId	inst_decidable_eq_fiber_id	false	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	377792397708265682
instBEqOfDecidableEq._redArg._lam_0	inst_beq_of_decidable_eq__red_arg__lam_0	false	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	10543391562426211540
Effect4.Machine.driveStep._redArg._lam_2	drive_step__red_arg__lam_2	false	4	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	12	20	0	1	0	1	0	6175775560396803416
Effect4.Machine.driveStep._redArg._lam_3	drive_step__red_arg__lam_3	false	5	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	12	21	0	1	0	1	0	1934791434602058649
Effect4.Machine.RunFiber.cleared._redArg	run_fiber_cleared	false	3	0	0	0	3	1	0	0	0	0	2	1	0	0	0	0	0	0	0	11	17	0	3	0	1	0	9177006690755866432
Effect4.Machine.linkScope._redArg	link_scope	false	38	0	1	2	12	7	0	0	0	0	36	2	0	0	0	0	0	0	0	74	80	0	19	0	1	0	1855359736829955644
Effect4.ScopeState.closingExit?._redArg	scope_state_closing_exit_opt	false	4	0	0	0	1	4	0	0	0	0	4	0	0	0	0	0	0	0	0	4	1	0	3	1	1	0	1210698621826528046
_private.Effect4.Machine.Scope.0.Effect4.Scope.addState._redArg	scope_add_state	false	8	0	0	0	1	4	0	0	0	0	8	0	0	0	0	0	0	0	0	25	16	0	3	1	1	0	11559365538823174953
Effect4.Program.frontier	program_frontier	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	7	2	0	0	0	1	0	10259387794993651991
Effect4.Program.evalTerm	program_eval_term	true	5	0	0	0	2	4	0	0	0	0	5	0	0	0	0	0	0	0	0	1	7	0	5	0	1	0	16779532145856841930
Effect4.Program.badShape	program_bad_shape	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	7	2	0	0	0	1	0	3715930240904741526
Effect4.Program.errOf	program_err_of	false	9	0	0	0	6	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	8	6	1	0	6900296233628486574
